# VETOR DIMENSÃO 10^7 = 10.000.000
# Intervalo : Encontrados	T Sequencial (em s)		#Thread Principal	  #T Concorrente (em s)	    #nº Threads		#Ganho
[0.00,99999.00]:50000           0.037884                        1                               0.022992                2               1.647701
[175.00,22300.00]:11063         0.042662                        1                               0.022029                2               1.936655
[17000.00,20000.00]:1501        0.039204                        1                               0.022426                2               1.748146
[9999.00,100000.00]:45001       0.039577                        1                               0.019968                2               1.982037
[999999.00,1000000.00]:1        0.038982                        1                               0.022110                2               1.763059
