# VETOR DIMENSÃO 10^5 = 100.000
# Intervalo : Encontrados	T Sequencial (em s)		#Thread Principal	  #T Concorrente (em s)	    #nº Threads		#Ganho
(0.00,0.00):0           	0.000886                        1                               0.001013                2               0.874352
(0.00,1.00):1           	0.000888                        1                               0.001194                2               0.743861
(0.00,2.00):3           	0.000888                        1                               0.001008                2               0.880634
(0.00,2.50):4           	0.000892                        1                               0.000948                2               0.940427
(0.00,50000.00):99999           0.000686                        1                               0.000796                2               0.862262
