# VETOR DIMENSÃO 10^8 = 100.000.000
# Intervalo : Encontrados	T Sequencial (em s)		#Thread Principal	  #T Concorrente (em s)	    #nº Threads		#Ganho
[0.00,9999.00]:5000             0.325349                        1                               0.148793                2               2.186581
[175.00,22300.00]:11063         0.326166                        1                               0.145666                2               2.239137
[17000.00,20000.00]:1501        0.329427                        1                               0.153387                2               2.147691
[9999.00,100000.00]:45001       0.323690                        1                               0.146919                2               2.203193
[99999.00,100000.00]:1          0.333694                        1                               0.156078                2               2.137992
