# VETOR DIMENSÃO 10^5 = 100.000
# Intervalo : Encontrados	T Sequencial (em s)		#Thread Principal	  #T Concorrente (em s)	    #nº Threads		#Ganho
(0.00,0.00):0           	0.000881                        1                               0.001342                1               0.656789
(0.00,1.00):1           	0.000883                        1                               0.001361                1               0.649199
(0.00,2.00):3           	0.000902                        1                               0.001386                1               0.650790
(0.00,2.50):4           	0.000923                        1                               0.001352                1               0.682893
(0.00,50000.00):99999           0.000906                        1                               0.001483                1               0.610844
