# VETOR DIMENSÃO 10^7 = 10.000.000
# Intervalo : Encontrados	T Sequencial (em s)		#Thread Principal	  #T Concorrente (em s)	    #nº Threads		#Ganho
[0.00,99999.00]:50000           0.044084                        1                               0.036503                1               1.207682
[175.00,22300.00]:11063         0.042173                        1                               0.034850                1               1.210133
[17000.00,20000.00]:1501        0.038313                        1                               0.033400                1               1.147084
[9999.00,100000.00]:45001       0.043589                        1                               0.036767                1               1.185546
[99999.00,100000.00]:1          0.038268                        1                               0.036444                1               1.050025
