# VETOR DIMENSÃO 10^8 = 100.000.000
# Intervalo : Encontrados	T Sequencial (em s)		#Thread Principal	  #T Concorrente (em s)	    #nº Threads		#Ganho
[0.00,9999.00]:5000             0.330315                        1                               0.271342                1               1.217335
[175.00,22300.00]:11063         0.318899                        1                               0.271210                1               1.175838
[17000.00,20000.00]:1501        0.325256                        1                               0.273887                1               1.187555
[9999.00,100000.00]:45001      	0.324476                        1                               0.273287                1               1.187310
[99999.00,100000.00]:1          0.331284                        1                               0.275933                1               1.200594
