# VETOR DIMENSÃO 10^8 = 100.000.000
# Intervalo : Encontrados	T Sequencial (em s)		#Thread Principal	  #T Concorrente (em s)	    #nº Threads		#Ganho
[0.00,9999.00]:5000             0.324014                        1                               0.086120                4               3.762374
[175.00,22300.00]:11063         0.332796                        1                               0.087575                4               3.800147
[17000.00,20000.00]:1501        0.327921                        1                               0.088221                4               3.717037
[9999.00,100000.00]:45001       0.332338                        1                               0.087357                4               3.804366
[99999.00,100000.00]:1          0.322532                        1                               0.091132                4               3.539188
