# VETOR DIMENSÃO 10^7 = 10.000.000
# Intervalo : Encontrados	T Sequencial (em s)		#Thread Principal	  #T Concorrente (em s)	    #nº Threads		#Ganho
[0.00,9999.00]:5000             0.044486                        1                               0.015539                4               2.862857
[175.00,22300.00]:11063         0.040849                        1                               0.013553                4               3.014109
[17000.00,20000.00]:1501        0.045277                        1                               0.014395                4               3.145370
[9999.00,100000.00]:45001      	0.039584                        1                               0.015002                4               2.638544
[99999.00,100000.00]:1          0.039312                        1                               0.013278                4               2.960629
